id,EVENT_UNIQUE_ID,OCCURRENCE_DATE,OCCURRENCE_YEAR,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,PRIMARY_OFFENCE,HOOD_158,ARREST_MADE,MULTIPLE_BIAS
193,920892,2022-02-22,2022,Other,FALSE,TRUE,Asian/Southeast Asian,Arab,Mandarin,Jewish,Gay,None,Harassment,57,FALSE,TRUE
194,668852,2023-03-02,2023,Residential,FALSE,FALSE,None,Chinese,Hindi,Christian,None,Female,Assault,126,FALSE,TRUE
195,433694,2018-04-12,2018,Commercial,TRUE,FALSE,Black,Chinese,Hindi,Christian,None,Male,Harassment,86,FALSE,TRUE
196,598723,2020-08-31,2020,Public,FALSE,TRUE,White,Afghan,None,Jewish,2SLGBT,Male,Assault,46,FALSE,TRUE
197,873597,2022-08-24,2022,Commercial,TRUE,FALSE,Asian/Southeast Asian,Chinese,Mandarin,Muslim,None,None,Assault,39,TRUE,TRUE
198,903458,2020-10-09,2020,Commercial,TRUE,TRUE,White,Chinese,None,Jewish,Gay,None,Harassment,128,TRUE,TRUE
199,911732,2020-04-29,2020,Other,FALSE,FALSE,Black,African,Arabic,Muslim,None,None,Harassment,107,TRUE,TRUE
200,746555,2020-09-07,2020,Residential,TRUE,FALSE,Black,African,Arabic,Jewish,Gay,None,Threat,105,TRUE,TRUE
201,940487,2019-02-07,2019,Residential,TRUE,TRUE,White,Afghan,Spanish,Christian,Gay,Female,Threat,53,TRUE,TRUE
202,195489,2021-09-18,2021,Residential,FALSE,TRUE,Asian/Southeast Asian,Latino,Mandarin,Muslim,Gay,Male,Harassment,98,FALSE,TRUE
203,539615,2022-06-01,2022,Other,FALSE,TRUE,South Asian,Japanese,Mandarin,Muslim,Gay,None,Harassment,141,TRUE,TRUE
204,816681,2018-09-09,2018,Commercial,TRUE,FALSE,White,Afghan,Hindi,Christian,None,None,Vandalism,34,FALSE,TRUE
205,694268,2023-05-20,2023,Commercial,TRUE,FALSE,South Asian,Arab,Hindi,Christian,Gay,None,Threat,97,TRUE,TRUE
206,484018,2018-04-03,2018,Other,TRUE,TRUE,White,African,Mandarin,None,None,None,Vandalism,137,TRUE,TRUE
207,959850,2022-01-23,2022,Residential,FALSE,TRUE,White,Japanese,Hindi,Other,Gay,Female,Assault,154,TRUE,TRUE
208,506692,2020-09-23,2020,Public,FALSE,FALSE,Asian/Southeast Asian,Japanese,Mandarin,Buddhist,2SLGBT,Transgender,Vandalism,44,TRUE,TRUE
209,133599,2021-03-24,2021,Public,FALSE,FALSE,Asian/Southeast Asian,Arab,English,Jewish,2SLGBT,None,Threat,15,TRUE,TRUE
210,396953,2023-03-25,2023,Commercial,FALSE,TRUE,Asian/Southeast Asian,Latino,Hindi,Jewish,None,Transgender,Assault,126,TRUE,TRUE
211,308979,2023-08-07,2023,Commercial,FALSE,FALSE,White,Japanese,Spanish,Christian,2SLGBT,None,Threat,34,TRUE,TRUE
212,813287,2021-05-12,2021,Commercial,TRUE,TRUE,South Asian,Israeli,Spanish,None,2SLGBT,Female,Vandalism,54,TRUE,TRUE
213,723491,2019-08-02,2019,Residential,TRUE,TRUE,South Asian,Afghan,None,Jewish,2SLGBT,Transgender,Threat,109,TRUE,TRUE
214,531233,2019-05-15,2019,Public,FALSE,FALSE,White,Arab,Hindi,Muslim,2SLGBT,Female,Threat,115,FALSE,TRUE
215,973295,2021-03-24,2021,Residential,TRUE,TRUE,White,Japanese,None,Christian,2SLGBT,None,Vandalism,90,TRUE,TRUE
216,552196,2020-03-16,2020,Other,TRUE,FALSE,South Asian,None,English,Muslim,Gay,None,Assault,52,FALSE,TRUE
217,438270,2023-05-31,2023,Other,FALSE,FALSE,None,Arab,Hindi,Jewish,Gay,Female,Threat,125,FALSE,TRUE
218,243197,2021-07-16,2021,Commercial,TRUE,FALSE,White,Afghan,English,Muslim,Gay,Male,Threat,53,FALSE,TRUE
219,332148,2018-12-26,2018,Public,TRUE,TRUE,South Asian,Afghan,Arabic,Buddhist,Gay,None,Harassment,148,TRUE,TRUE
220,931680,2021-03-19,2021,Other,TRUE,TRUE,None,Chinese,Hindi,Muslim,None,Male,Vandalism,51,TRUE,TRUE
221,826091,2023-09-29,2023,Public,FALSE,TRUE,White,African,Hindi,Buddhist,2SLGBT,Transgender,Assault,99,FALSE,TRUE
222,808513,2022-08-03,2022,Residential,FALSE,FALSE,Asian/Southeast Asian,Japanese,Hindi,Other,Gay,None,Assault,70,FALSE,TRUE
223,438577,2020-09-23,2020,Other,TRUE,FALSE,Asian/Southeast Asian,None,English,Christian,2SLGBT,Transgender,Harassment,62,TRUE,TRUE
224,131742,2021-10-15,2021,Residential,FALSE,TRUE,South Asian,Latino,Arabic,Jewish,2SLGBT,Transgender,Harassment,11,FALSE,TRUE
225,799289,2022-05-07,2022,Other,FALSE,TRUE,White,Chinese,None,Christian,Gay,Transgender,Vandalism,30,FALSE,TRUE
226,620459,2023-04-04,2023,Other,FALSE,FALSE,Black,Israeli,Mandarin,Jewish,None,None,Harassment,154,FALSE,TRUE
227,341683,2019-06-03,2019,Other,FALSE,FALSE,White,Chinese,Arabic,Jewish,Gay,Male,Harassment,106,TRUE,TRUE
228,734447,2021-01-01,2021,Public,FALSE,FALSE,None,Arab,Mandarin,Other,Gay,Female,Vandalism,79,TRUE,TRUE
229,468420,2022-10-19,2022,Public,TRUE,TRUE,South Asian,None,None,Jewish,None,None,Assault,102,TRUE,TRUE
230,779480,2019-06-27,2019,Commercial,TRUE,TRUE,None,Latino,None,Christian,2SLGBT,None,Threat,99,TRUE,TRUE
231,586369,2020-04-23,2020,Public,TRUE,TRUE,White,African,Arabic,Jewish,None,Female,Assault,86,FALSE,TRUE
232,861431,2020-09-05,2020,Commercial,FALSE,FALSE,Black,Chinese,English,Other,2SLGBT,Male,Vandalism,25,TRUE,TRUE
233,651714,2020-01-21,2020,Public,TRUE,TRUE,None,Arab,Mandarin,None,Gay,Transgender,Vandalism,62,FALSE,TRUE
234,768898,2022-05-14,2022,Other,TRUE,FALSE,None,Afghan,Hindi,Jewish,2SLGBT,Male,Threat,96,TRUE,TRUE
235,339040,2019-11-16,2019,Other,FALSE,TRUE,Asian/Southeast Asian,African,None,Other,None,Female,Threat,77,TRUE,TRUE
236,692930,2021-07-15,2021,Other,FALSE,FALSE,Black,Latino,Hindi,Christian,None,None,Threat,39,TRUE,TRUE
237,409113,2019-03-17,2019,Residential,TRUE,FALSE,Black,African,Spanish,Other,2SLGBT,None,Harassment,22,FALSE,TRUE
238,245272,2019-05-05,2019,Public,FALSE,FALSE,Asian/Southeast Asian,Japanese,Mandarin,Buddhist,2SLGBT,Transgender,Harassment,125,FALSE,TRUE
239,595527,2019-11-29,2019,Public,TRUE,TRUE,None,Afghan,Hindi,None,Gay,Transgender,Vandalism,115,FALSE,TRUE
240,301646,2021-02-25,2021,Commercial,FALSE,FALSE,Black,African,Mandarin,Christian,2SLGBT,Transgender,Vandalism,126,TRUE,TRUE
241,396041,2020-03-27,2020,Commercial,FALSE,FALSE,None,African,None,Christian,None,Transgender,Assault,68,TRUE,TRUE
242,382789,2018-06-28,2018,Commercial,TRUE,FALSE,Black,Latino,Mandarin,Christian,Gay,Transgender,Vandalism,133,TRUE,TRUE
243,986656,2020-02-28,2020,Commercial,TRUE,FALSE,Asian/Southeast Asian,Chinese,Hindi,Muslim,2SLGBT,Transgender,Vandalism,150,TRUE,TRUE
244,885468,2020-04-28,2020,Other,FALSE,TRUE,Asian/Southeast Asian,Chinese,None,None,Gay,Female,Assault,34,TRUE,TRUE
245,465168,2021-02-15,2021,Public,TRUE,TRUE,None,None,Mandarin,None,2SLGBT,Transgender,Vandalism,31,FALSE,TRUE
246,144629,2018-12-29,2018,Commercial,FALSE,FALSE,White,Israeli,Mandarin,None,2SLGBT,Female,Assault,149,TRUE,TRUE
247,118417,2020-06-18,2020,Commercial,FALSE,TRUE,South Asian,Latino,Spanish,Other,None,Male,Vandalism,14,FALSE,TRUE
248,295949,2018-01-01,2018,Commercial,TRUE,FALSE,White,African,Hindi,Muslim,Gay,Transgender,Assault,48,TRUE,TRUE
249,481730,2018-04-05,2018,Public,FALSE,TRUE,White,None,Spanish,Jewish,Gay,None,Threat,45,FALSE,TRUE
250,723704,2022-11-13,2022,Commercial,FALSE,FALSE,South Asian,None,Mandarin,Christian,None,None,Threat,88,TRUE,TRUE
251,331906,2018-08-21,2018,Commercial,TRUE,TRUE,White,None,None,Christian,2SLGBT,Female,Vandalism,24,TRUE,TRUE
252,920554,2023-11-10,2023,Public,FALSE,TRUE,None,African,Spanish,Christian,2SLGBT,Transgender,Harassment,30,TRUE,TRUE
253,345188,2020-05-28,2020,Public,TRUE,FALSE,South Asian,Latino,Arabic,None,Gay,None,Threat,149,FALSE,TRUE
254,758329,2021-04-23,2021,Other,FALSE,TRUE,None,Arab,Spanish,Buddhist,None,Male,Threat,149,FALSE,TRUE
255,258882,2021-09-19,2021,Residential,TRUE,FALSE,White,African,Arabic,Christian,None,Male,Assault,35,TRUE,TRUE
256,838858,2021-12-30,2021,Residential,FALSE,FALSE,South Asian,Afghan,Spanish,Other,2SLGBT,None,Threat,144,FALSE,TRUE
257,651445,2021-09-20,2021,Commercial,FALSE,TRUE,South Asian,African,Arabic,Christian,Gay,Transgender,Harassment,136,TRUE,TRUE
258,132073,2022-10-12,2022,Public,TRUE,FALSE,White,African,English,Other,None,Female,Assault,106,FALSE,TRUE
259,293600,2019-02-14,2019,Residential,TRUE,TRUE,Asian/Southeast Asian,Latino,Spanish,Christian,2SLGBT,Transgender,Assault,26,FALSE,TRUE
260,653736,2022-02-14,2022,Residential,FALSE,TRUE,Asian/Southeast Asian,Arab,Arabic,Muslim,2SLGBT,Female,Threat,80,TRUE,TRUE
261,861713,2020-08-25,2020,Residential,FALSE,FALSE,White,African,English,Buddhist,2SLGBT,None,Vandalism,141,FALSE,TRUE
262,291119,2019-07-04,2019,Other,FALSE,FALSE,Asian/Southeast Asian,None,Hindi,Other,Gay,None,Vandalism,107,FALSE,TRUE
263,782284,2020-05-09,2020,Other,TRUE,FALSE,South Asian,Afghan,Arabic,Jewish,None,Female,Assault,128,FALSE,TRUE
264,588133,2023-01-20,2023,Commercial,FALSE,TRUE,None,Japanese,English,Christian,None,Male,Threat,1,FALSE,TRUE
265,463088,2022-10-08,2022,Residential,TRUE,TRUE,None,Afghan,Spanish,Christian,2SLGBT,None,Threat,62,TRUE,TRUE
266,479937,2023-04-24,2023,Public,FALSE,FALSE,Asian/Southeast Asian,Chinese,English,Christian,2SLGBT,Female,Harassment,95,FALSE,TRUE
267,790773,2023-10-04,2023,Residential,FALSE,FALSE,Black,Chinese,Hindi,Other,2SLGBT,Transgender,Harassment,50,FALSE,TRUE
268,599223,2021-07-07,2021,Residential,TRUE,FALSE,White,Japanese,English,Other,2SLGBT,Transgender,Assault,4,FALSE,TRUE
269,811848,2022-09-05,2022,Public,TRUE,TRUE,White,Afghan,Hindi,Other,None,Transgender,Threat,84,FALSE,TRUE
270,646003,2023-12-21,2023,Public,TRUE,TRUE,Black,Japanese,None,Muslim,Gay,Female,Harassment,15,TRUE,TRUE
271,688713,2022-02-07,2022,Commercial,TRUE,FALSE,Black,Arab,English,Other,2SLGBT,Male,Vandalism,139,TRUE,TRUE
272,520214,2021-11-02,2021,Public,FALSE,TRUE,None,Latino,English,Jewish,2SLGBT,Transgender,Threat,16,TRUE,TRUE
273,445676,2018-12-11,2018,Commercial,FALSE,FALSE,White,Latino,Spanish,Christian,2SLGBT,None,Vandalism,124,TRUE,TRUE
274,768932,2020-08-15,2020,Residential,FALSE,FALSE,White,Chinese,None,None,Gay,Transgender,Threat,60,TRUE,TRUE
275,954421,2022-04-21,2022,Commercial,TRUE,FALSE,Black,Latino,None,Muslim,Gay,Transgender,Vandalism,54,TRUE,TRUE
276,896011,2020-01-20,2020,Public,FALSE,FALSE,Black,African,Arabic,Christian,2SLGBT,None,Harassment,152,FALSE,TRUE
277,515556,2021-02-08,2021,Public,TRUE,FALSE,None,Arab,Spanish,Other,Gay,Male,Assault,84,TRUE,TRUE
278,389657,2023-07-03,2023,Commercial,FALSE,TRUE,Black,None,None,None,Gay,Female,Threat,56,TRUE,TRUE
279,386979,2019-09-19,2019,Public,FALSE,TRUE,South Asian,Israeli,Spanish,Jewish,None,Female,Assault,30,TRUE,TRUE
280,192755,2022-06-25,2022,Public,FALSE,FALSE,Asian/Southeast Asian,Israeli,None,Other,2SLGBT,None,Threat,81,FALSE,TRUE
281,238150,2021-07-08,2021,Residential,FALSE,FALSE,South Asian,Japanese,English,Buddhist,None,Transgender,Threat,101,FALSE,TRUE
282,117061,2022-01-26,2022,Commercial,FALSE,FALSE,None,Arab,Arabic,Christian,2SLGBT,Female,Threat,133,FALSE,TRUE
283,663902,2021-02-21,2021,Residential,TRUE,FALSE,None,Latino,Arabic,Buddhist,None,None,Threat,89,TRUE,TRUE
284,803305,2022-10-05,2022,Other,FALSE,FALSE,None,Chinese,Spanish,Other,Gay,Transgender,Threat,105,TRUE,TRUE
285,959667,2020-02-20,2020,Other,TRUE,FALSE,Black,None,English,Other,None,Female,Harassment,107,FALSE,TRUE
286,326157,2021-09-11,2021,Other,TRUE,FALSE,South Asian,Japanese,Arabic,None,2SLGBT,Male,Threat,152,TRUE,TRUE
287,663534,2023-08-14,2023,Commercial,FALSE,FALSE,None,Japanese,Hindi,Buddhist,Gay,Transgender,Threat,96,FALSE,TRUE
288,685756,2018-11-20,2018,Public,TRUE,TRUE,Black,Latino,Mandarin,None,None,Transgender,Threat,36,FALSE,TRUE
289,958063,2019-01-12,2019,Public,FALSE,TRUE,Asian/Southeast Asian,African,English,Other,2SLGBT,Transgender,Harassment,49,TRUE,TRUE
290,655077,2019-04-25,2019,Other,FALSE,FALSE,South Asian,Chinese,English,Christian,None,Transgender,Threat,100,FALSE,TRUE
291,663991,2022-09-07,2022,Public,FALSE,TRUE,White,Japanese,English,Other,2SLGBT,Female,Harassment,140,TRUE,TRUE
292,284586,2019-02-28,2019,Residential,FALSE,FALSE,Asian/Southeast Asian,Afghan,Hindi,None,2SLGBT,Male,Vandalism,7,FALSE,TRUE
293,794939,2021-06-20,2021,Public,FALSE,TRUE,White,Israeli,English,Christian,2SLGBT,None,Harassment,23,TRUE,TRUE
294,530517,2019-05-02,2019,Residential,FALSE,FALSE,None,None,Arabic,None,Gay,None,Threat,33,FALSE,TRUE
295,727173,2022-11-03,2022,Other,FALSE,FALSE,Asian/Southeast Asian,Chinese,None,None,None,Transgender,Threat,153,FALSE,TRUE
296,359003,2023-03-30,2023,Residential,FALSE,FALSE,Black,Afghan,None,Muslim,None,Male,Threat,42,TRUE,TRUE
297,559177,2018-12-29,2018,Public,TRUE,TRUE,Asian/Southeast Asian,None,Spanish,None,Gay,Female,Assault,15,FALSE,TRUE
298,622784,2019-06-06,2019,Other,TRUE,TRUE,South Asian,Japanese,Spanish,Buddhist,None,Female,Threat,32,FALSE,TRUE
299,391732,2023-12-15,2023,Residential,FALSE,TRUE,Black,Latino,Mandarin,Muslim,Gay,Male,Vandalism,32,FALSE,TRUE
300,400982,2023-09-10,2023,Residential,TRUE,FALSE,Black,Chinese,None,Other,Gay,None,Harassment,77,FALSE,TRUE
301,764137,2021-10-21,2021,Residential,FALSE,TRUE,White,Afghan,None,Jewish,Gay,Female,Threat,78,FALSE,TRUE
302,167545,2020-06-27,2020,Residential,FALSE,TRUE,White,Chinese,Mandarin,None,Gay,Female,Vandalism,46,FALSE,TRUE
303,704172,2020-03-30,2020,Public,FALSE,TRUE,Asian/Southeast Asian,African,Hindi,Christian,Gay,None,Threat,52,FALSE,TRUE
304,494314,2023-12-24,2023,Public,TRUE,FALSE,Asian/Southeast Asian,Afghan,Arabic,Christian,None,Transgender,Assault,42,FALSE,TRUE
305,921815,2023-05-07,2023,Commercial,FALSE,FALSE,Black,Arab,None,Buddhist,2SLGBT,Female,Threat,107,TRUE,TRUE
306,763114,2023-08-30,2023,Commercial,TRUE,TRUE,Asian/Southeast Asian,African,English,None,None,Female,Vandalism,30,FALSE,TRUE
307,542450,2019-11-27,2019,Public,FALSE,FALSE,None,None,English,Jewish,None,Female,Assault,30,FALSE,TRUE
308,916713,2020-06-09,2020,Public,TRUE,TRUE,White,Arab,Spanish,None,None,None,Vandalism,121,FALSE,TRUE
309,345836,2018-06-05,2018,Residential,TRUE,TRUE,White,Afghan,English,Muslim,Gay,Male,Vandalism,142,FALSE,TRUE
310,926744,2019-06-21,2019,Public,TRUE,TRUE,Black,African,Hindi,Buddhist,Gay,Transgender,Vandalism,80,TRUE,TRUE
311,720223,2019-03-03,2019,Public,TRUE,FALSE,South Asian,None,Mandarin,Other,None,Female,Vandalism,32,FALSE,TRUE
312,325227,2019-07-04,2019,Public,TRUE,TRUE,Black,Chinese,Spanish,None,Gay,None,Assault,11,TRUE,TRUE
313,256269,2023-12-17,2023,Public,TRUE,TRUE,None,Afghan,Mandarin,Buddhist,2SLGBT,Transgender,Vandalism,55,TRUE,TRUE
314,196694,2019-09-26,2019,Commercial,TRUE,FALSE,Asian/Southeast Asian,None,None,Christian,Gay,Transgender,Assault,92,TRUE,TRUE
315,212138,2023-03-05,2023,Residential,FALSE,FALSE,Black,Latino,Spanish,Jewish,2SLGBT,None,Harassment,112,FALSE,TRUE
316,232209,2021-06-22,2021,Public,FALSE,TRUE,South Asian,Israeli,Hindi,Christian,2SLGBT,Female,Assault,144,FALSE,TRUE
317,143614,2021-03-06,2021,Public,FALSE,TRUE,None,African,Hindi,Buddhist,Gay,Female,Threat,158,FALSE,TRUE
318,385813,2018-04-15,2018,Public,FALSE,FALSE,Asian/Southeast Asian,Japanese,Spanish,Other,Gay,Male,Threat,57,FALSE,TRUE
319,701290,2023-07-05,2023,Commercial,TRUE,TRUE,Asian/Southeast Asian,African,Spanish,Jewish,None,Female,Vandalism,100,TRUE,TRUE
320,299283,2022-02-01,2022,Commercial,FALSE,TRUE,Black,Afghan,Arabic,Christian,None,Male,Assault,36,TRUE,TRUE
321,418910,2019-06-23,2019,Public,FALSE,TRUE,South Asian,None,Arabic,Jewish,2SLGBT,Female,Harassment,78,FALSE,TRUE
322,957838,2019-11-05,2019,Residential,TRUE,TRUE,South Asian,Chinese,Mandarin,None,None,None,Vandalism,23,FALSE,TRUE
323,188582,2021-08-18,2021,Other,FALSE,TRUE,Asian/Southeast Asian,Israeli,Hindi,Jewish,2SLGBT,Female,Threat,25,FALSE,TRUE
324,105743,2019-02-21,2019,Residential,TRUE,TRUE,Asian/Southeast Asian,Latino,Hindi,Other,None,Transgender,Assault,106,FALSE,TRUE
325,412886,2020-10-01,2020,Commercial,TRUE,FALSE,White,Latino,Spanish,Muslim,Gay,Male,Assault,116,FALSE,TRUE
326,180287,2019-01-05,2019,Commercial,FALSE,TRUE,White,Japanese,English,Muslim,None,Transgender,Harassment,155,FALSE,TRUE
327,917085,2023-08-18,2023,Residential,TRUE,TRUE,White,Afghan,None,Other,Gay,Male,Assault,139,FALSE,TRUE
328,353995,2018-04-26,2018,Commercial,TRUE,FALSE,Asian/Southeast Asian,Japanese,Hindi,Jewish,2SLGBT,Male,Assault,29,FALSE,TRUE
329,982182,2021-02-23,2021,Other,TRUE,TRUE,South Asian,Afghan,Spanish,None,2SLGBT,Transgender,Assault,125,FALSE,TRUE
330,250435,2018-05-02,2018,Commercial,TRUE,TRUE,Black,Japanese,Arabic,None,None,None,Harassment,90,FALSE,TRUE
331,301606,2021-08-04,2021,Residential,TRUE,FALSE,White,Arab,English,Buddhist,2SLGBT,Male,Harassment,61,TRUE,TRUE
332,881284,2023-03-16,2023,Commercial,FALSE,FALSE,Asian/Southeast Asian,Arab,Spanish,Muslim,Gay,Female,Threat,11,FALSE,TRUE
333,800682,2019-09-04,2019,Residential,TRUE,FALSE,White,Chinese,Arabic,Christian,2SLGBT,None,Threat,154,FALSE,TRUE
334,571646,2023-02-27,2023,Other,TRUE,FALSE,Black,Israeli,Spanish,Christian,None,None,Harassment,155,TRUE,TRUE
335,861267,2023-08-17,2023,Residential,FALSE,TRUE,Black,Latino,Hindi,Buddhist,Gay,Female,Threat,115,TRUE,TRUE
336,408723,2019-12-29,2019,Public,FALSE,TRUE,None,Japanese,Arabic,Muslim,2SLGBT,Male,Threat,157,TRUE,TRUE
337,333259,2023-09-06,2023,Commercial,FALSE,TRUE,White,Latino,Spanish,None,None,Male,Assault,45,TRUE,TRUE
338,877266,2018-10-27,2018,Commercial,TRUE,TRUE,White,Latino,Hindi,Other,None,Female,Threat,115,TRUE,TRUE
339,510148,2021-05-06,2021,Commercial,FALSE,TRUE,None,African,Mandarin,Other,2SLGBT,Transgender,Harassment,61,FALSE,TRUE
340,216307,2023-07-21,2023,Commercial,TRUE,TRUE,South Asian,Afghan,English,None,None,Transgender,Harassment,121,FALSE,TRUE
341,615589,2022-02-21,2022,Other,TRUE,TRUE,South Asian,African,Arabic,Jewish,2SLGBT,Male,Assault,126,FALSE,TRUE
342,729460,2022-03-30,2022,Public,TRUE,FALSE,White,Israeli,Spanish,Jewish,None,Transgender,Vandalism,103,TRUE,TRUE
343,800923,2018-04-11,2018,Other,FALSE,FALSE,White,Chinese,None,Buddhist,Gay,Transgender,Assault,20,FALSE,TRUE
344,944840,2022-10-14,2022,Public,TRUE,TRUE,Asian/Southeast Asian,Israeli,Spanish,Jewish,Gay,Female,Vandalism,21,TRUE,TRUE
345,551944,2020-09-24,2020,Commercial,FALSE,FALSE,Asian/Southeast Asian,African,None,Muslim,None,Female,Vandalism,62,FALSE,TRUE
346,388083,2021-11-09,2021,Residential,TRUE,TRUE,South Asian,Israeli,Mandarin,Buddhist,Gay,Female,Vandalism,6,FALSE,TRUE
347,522554,2019-04-20,2019,Public,TRUE,FALSE,Black,African,Mandarin,Muslim,2SLGBT,None,Harassment,138,TRUE,TRUE
348,475089,2021-04-21,2021,Public,FALSE,FALSE,Asian/Southeast Asian,Israeli,None,Muslim,None,Female,Harassment,63,TRUE,TRUE
349,556374,2019-07-27,2019,Other,TRUE,FALSE,Black,Israeli,Mandarin,Other,2SLGBT,Female,Vandalism,27,FALSE,TRUE
350,374594,2019-01-14,2019,Residential,TRUE,TRUE,Black,African,Spanish,Jewish,None,Transgender,Assault,154,FALSE,TRUE
351,640270,2018-07-06,2018,Public,FALSE,TRUE,Black,Israeli,Hindi,Buddhist,Gay,Male,Assault,14,TRUE,TRUE
352,692578,2021-03-06,2021,Other,FALSE,TRUE,Asian/Southeast Asian,None,None,Jewish,2SLGBT,None,Assault,93,FALSE,TRUE
353,841293,2021-10-20,2021,Commercial,TRUE,FALSE,None,Japanese,Spanish,None,Gay,Male,Vandalism,43,FALSE,TRUE
354,344948,2020-04-12,2020,Commercial,TRUE,TRUE,South Asian,Japanese,Mandarin,Buddhist,Gay,None,Vandalism,88,FALSE,TRUE
355,709511,2018-12-23,2018,Other,FALSE,TRUE,None,Arab,None,Jewish,2SLGBT,Male,Assault,144,TRUE,TRUE
356,981611,2023-04-10,2023,Other,TRUE,TRUE,Asian/Southeast Asian,Arab,Hindi,Jewish,Gay,None,Assault,150,TRUE,TRUE
357,979777,2021-06-15,2021,Public,TRUE,FALSE,Asian/Southeast Asian,Afghan,English,Buddhist,None,Transgender,Vandalism,11,FALSE,TRUE
358,398734,2018-07-15,2018,Commercial,FALSE,TRUE,White,Arab,Arabic,Muslim,Gay,Male,Harassment,72,FALSE,TRUE
359,342212,2020-08-19,2020,Public,TRUE,TRUE,South Asian,Chinese,English,Christian,None,None,Harassment,66,TRUE,TRUE
360,107243,2018-03-13,2018,Other,FALSE,TRUE,Asian/Southeast Asian,Chinese,Mandarin,Jewish,None,None,Vandalism,158,TRUE,TRUE
361,341196,2022-11-22,2022,Residential,FALSE,TRUE,South Asian,None,Spanish,Jewish,None,Female,Harassment,129,TRUE,TRUE
362,751066,2021-01-30,2021,Commercial,FALSE,FALSE,None,Latino,Arabic,Other,2SLGBT,Transgender,Vandalism,130,TRUE,TRUE
363,385851,2019-02-06,2019,Other,TRUE,TRUE,None,African,Mandarin,Other,None,Transgender,Harassment,106,TRUE,TRUE
364,857086,2022-05-19,2022,Commercial,TRUE,TRUE,South Asian,Israeli,Spanish,Other,None,Male,Harassment,130,FALSE,TRUE
365,150058,2018-02-14,2018,Commercial,FALSE,TRUE,Black,Chinese,Arabic,Christian,None,Transgender,Vandalism,120,FALSE,TRUE
366,488080,2021-06-14,2021,Other,FALSE,TRUE,White,Israeli,Hindi,Muslim,2SLGBT,Female,Vandalism,11,TRUE,TRUE
367,324017,2022-01-16,2022,Commercial,TRUE,FALSE,White,African,Arabic,Other,Gay,None,Assault,143,FALSE,TRUE
368,729288,2021-12-18,2021,Commercial,FALSE,FALSE,South Asian,African,Spanish,None,2SLGBT,None,Threat,143,TRUE,TRUE
369,866338,2023-05-11,2023,Other,FALSE,TRUE,Black,Afghan,English,None,2SLGBT,Transgender,Threat,33,FALSE,TRUE
370,343564,2019-03-10,2019,Other,TRUE,FALSE,White,Israeli,Arabic,Muslim,Gay,Female,Vandalism,121,TRUE,TRUE
371,932591,2020-03-18,2020,Public,FALSE,TRUE,Black,African,Spanish,Jewish,None,None,Vandalism,140,FALSE,TRUE
372,685544,2018-10-21,2018,Public,FALSE,TRUE,None,None,Hindi,Muslim,2SLGBT,Male,Threat,147,FALSE,TRUE
373,915868,2019-05-25,2019,Residential,FALSE,FALSE,White,None,Hindi,Buddhist,2SLGBT,Transgender,Threat,88,TRUE,TRUE
374,333021,2020-04-17,2020,Residential,TRUE,TRUE,White,Arab,None,Jewish,2SLGBT,None,Assault,108,TRUE,TRUE
375,887344,2018-06-29,2018,Other,TRUE,FALSE,South Asian,Afghan,Hindi,Jewish,2SLGBT,None,Threat,39,FALSE,TRUE
376,141743,2019-06-26,2019,Residential,FALSE,FALSE,None,Chinese,Arabic,Muslim,2SLGBT,Transgender,Harassment,13,FALSE,TRUE
377,356640,2019-09-27,2019,Commercial,TRUE,FALSE,None,Chinese,None,Other,None,None,Assault,37,TRUE,TRUE
378,611167,2022-06-15,2022,Commercial,FALSE,TRUE,Asian/Southeast Asian,Israeli,Mandarin,Muslim,None,Transgender,Threat,46,TRUE,TRUE
379,359600,2018-01-08,2018,Residential,FALSE,TRUE,Black,Afghan,Arabic,Buddhist,2SLGBT,Female,Harassment,8,FALSE,TRUE
380,376186,2019-09-05,2019,Residential,FALSE,TRUE,None,Arab,Mandarin,Buddhist,Gay,Male,Assault,3,FALSE,TRUE
381,761766,2021-06-08,2021,Residential,TRUE,FALSE,Black,None,None,Muslim,Gay,Male,Threat,60,FALSE,TRUE
382,133232,2022-07-27,2022,Public,TRUE,FALSE,Asian/Southeast Asian,African,Mandarin,Muslim,2SLGBT,None,Assault,138,TRUE,TRUE
383,759714,2018-05-05,2018,Residential,TRUE,FALSE,Black,African,Spanish,None,Gay,Transgender,Harassment,47,FALSE,TRUE
384,328032,2019-05-15,2019,Other,FALSE,TRUE,None,African,Mandarin,None,Gay,None,Threat,149,TRUE,TRUE
385,743942,2020-02-12,2020,Commercial,TRUE,FALSE,Asian/Southeast Asian,None,Mandarin,Jewish,2SLGBT,Female,Threat,86,TRUE,TRUE
386,570452,2019-11-17,2019,Commercial,FALSE,TRUE,None,Chinese,Arabic,Buddhist,None,Female,Threat,105,TRUE,TRUE
387,564725,2021-09-26,2021,Commercial,TRUE,TRUE,White,Arab,English,Christian,None,Female,Harassment,71,FALSE,TRUE
388,624448,2021-05-02,2021,Other,FALSE,TRUE,White,Latino,English,None,2SLGBT,Female,Threat,153,FALSE,TRUE
